episode,mean_reward,sd_reward,min_reward,max_reward,mean_td_error,sd_td_error,min_td_error,max_td_error
160000,3.700297069473845,2.0484491879255864,-0.21761288068678367,4.986184489442036,-0.058022930525716394,1.5507727702801972,-4.428384326986049,1.0561844894427468
170000,3.6563597018439133,2.0793488434236145,-0.21761288068678367,4.986184489442036,-0.09217029815560734,1.597124981311755,-4.432179382786521,4.162598367421217
180000,3.6213046710571466,2.099001780814635,-0.21759089680665833,4.986184489442036,-0.13225532894232975,1.667192953684555,-4.458384326986027,4.837820617213111
190000,3.632503364754197,2.0906493095985144,-0.2176220101141199,4.986184489442036,-0.2007166352452362,1.7274670020340177,-4.438384326985981,1.2961844894426298
200000,3.7514846512839997,2.014722855167677,-0.21761166314262065,4.986184489442036,-0.014435348715426649,1.5164210218058842,-4.43838432698606,1.556184489442674
210000,3.57288535879211,2.129234665151208,-0.21761642741746148,4.986184489442036,-0.1324746412072634,1.6954884295821084,-4.428384326985524,1.6561844894427198
220000,3.5721819041416376,2.130430249441218,-0.21761288068678367,4.986184489442036,-0.15733809585771003,1.6816246513638715,-4.428384326985949,1.546184489443018
230000,3.6772833467654547,2.061348843226994,-0.2176220101141199,4.986184489442036,-0.12419665323384646,1.6698060153703014,-4.43838432698586,1.433007785498062
240000,3.666841976866625,2.0723236850638376,-0.21759089680665833,4.986184489442036,-0.12332802313265248,1.644126518890137,-4.432179382786332,4.20256360666017
250000,3.5936507864553207,2.115835090482409,-0.21761288068678367,4.986184489442036,-0.20696921354392867,1.7355257453031145,-4.428384326985725,4.82161567301358
260000,3.7095791330835035,2.0423068403321967,-0.21761642741746148,4.986184489442036,-0.04446086691571862,1.5395650797340512,-4.428384326985995,4.87161567301358
270000,3.8047650791887424,1.9732612512082355,-0.21759839313609602,4.986184489442036,-0.07087492081041917,1.5852887832232192,-4.4283843269857,4.362598367421217
280000,3.5585295222390187,2.1378848578469833,-0.21761642741746148,4.986184489442036,-0.18801047776016738,1.6862981388642775,-4.428384326985802,4.052633375766064
290000,3.627772420632176,2.096815582084712,-0.21759839313609602,4.986184489442036,-0.13135757936694833,1.6667130909775054,-4.43838432698558,1.5461844894433652
300000,3.6320441938301933,2.0927105897352494,-0.21761166314262065,4.986184489442036,-0.11048580616890079,1.6650931185995677,-4.438384326985081,1.5761844894433064
310000,3.6526427259302117,2.0823340788249003,-0.21761642741746148,4.986184489442036,-0.07582727406884623,1.6263320614991668,-4.452179382786179,3.7632344864371357
320000,3.5834596053899848,2.1240537863022935,-0.21758607369823674,4.986184489442036,-0.13736039460905322,1.6640783279735458,-4.428384326985867,1.2830077854984845
330000,3.7604926066642124,2.0070243831302714,-0.21759089680665833,4.986184489442036,-0.0056073933347980595,1.5274789422934216,-4.428384326985852,3.9128223344342477
340000,3.801389800083017,1.9771906956028875,-0.21761288068678367,4.986184489442036,-0.051900199915934635,1.5825687543242364,-4.448384326985642,4.82161567301358
350000,3.65205628576676,2.0796881641669827,-0.2176220101141199,4.986184489442036,-0.1683437142321748,1.6642965757049055,-4.438384326985446,4.032493433096361
360000,3.7177974836291257,2.035270825742499,-0.2176220101141199,4.986184489442036,-0.12498251636975757,1.6472174564278288,-4.438384326985588,3.8025636066601693
370000,3.5502295885622983,2.1427797787711538,-0.21761642741746148,4.986184489442036,-0.19670041143657874,1.7206715433708915,-4.46217938278604,1.4761844894436695
380000,3.7997342805707897,1.9784510493847007,-0.21761642741746148,4.986184489442036,0.07887428057196955,1.555914239586566,-4.448384326985378,3.7527206701764833
390000,3.5625478805662563,2.135609472056732,-0.21761642741746148,4.986184489442036,-0.10845211943257062,1.6755305661777122,-4.438384326985404,3.733234486437136
400000,3.713158270285737,2.040881448887548,-0.21758440679528623,4.986184489442036,-0.03996172971305919,1.5664510577496393,-4.468384326985512,1.4361844894438653
410000,3.6755792100741864,2.0647927047015884,-0.21761288068678367,4.986184489442036,-0.08472078992456923,1.5847232304633971,-4.468384326985442,3.4824155932047134
420000,3.6875762419817493,2.0579747471904697,-0.21761642741746148,4.986184489442036,-0.08831375801695782,1.6255573131316623,-4.4321793827859395,1.2361844894438425
430000,3.7357522935193916,2.0241667031221993,-0.21761166314262065,4.986184489442036,-0.0680477064792929,1.5747597588662459,-4.42838432698548,3.4678206172131096
440000,3.7029556851799175,2.0477238061219656,-0.21761642741746148,4.986184489442036,-0.03223431481870042,1.612707672372087,-4.428384326985193,1.516184489443996
450000,3.659330523836793,2.0773393621597327,-0.2176220101141199,4.986184489442036,-0.04867947616181689,1.5854909511419917,-4.428384326985432,3.7927555933326884
460000,3.6607024966789576,2.078050879483008,-0.21761642741746148,4.986184489442036,-0.06294750331964662,1.5598489400776312,-4.4483843269843915,3.5733615379442782
470000,3.7393902494923474,2.0200787847987436,-0.21759089680665833,4.986184489442036,-0.03469975050620525,1.5680248308446276,-4.438384326985383,4.5916156730135835
480000,3.6761070264329256,2.062725203088083,-0.21761642741746148,4.986184489442036,-0.13327297356559803,1.6739287295073833,-4.432179382785828,4.8878206172131105
490000,3.6611374614773013,2.0755030396465575,-0.2176220101141199,4.986184489442036,-0.13132253852120107,1.616881991608389,-4.422179382785802,1.066184489444285
500000,3.6129983724195833,2.1072140195125195,-0.2176220101141199,4.986184489442036,-0.11071162757889255,1.6200278014205125,-4.438384326985269,3.5124155932047136
510000,3.6087159051499746,2.1105174335069443,-0.21761642741746148,4.986184489442036,-0.09358409484844896,1.6150168255417232,-4.458384326985004,1.506184489443818
520000,3.7569417379535435,2.0098994625474766,-0.21761288068678367,4.986184489442036,-0.10286826204482706,1.641046195344983,-4.428384326984168,1.242958656164836
530000,3.714496709244583,2.0367359926625976,-0.21761288068678367,4.986184489442036,-0.05593329075372623,1.6089028741165838,-4.428384326985199,3.442917047962344
540000,3.74127205173377,2.021615734111935,-0.21759089680665833,4.986184489442036,-0.038687948264536254,1.595589049306748,-4.42838432698551,1.2061844894444445
550000,3.6934316119543524,2.0537242184840108,-0.2176220101141199,4.986184489442036,-0.13021838804394928,1.6526591572255502,-4.428384326985498,3.2125086627104493
560000,3.5767854783700903,2.127390167192848,-0.21761166314262065,4.986184489442036,-0.18846452162818708,1.6858353143965108,-4.4283843269851815,1.1661844894444702
570000,3.602159940298517,2.1110345054693056,-0.21761642741746148,4.986184489442036,-0.1731400596997481,1.6841922499415145,-4.4683843269851575,4.87161567301358
580000,3.6214403573150538,2.102393298822046,-0.21761642741746148,4.986184489442036,-0.11011964268316758,1.5958429192185581,-4.4483843269850665,1.4226238723608482
590000,3.6824899700130125,2.059837142804281,-0.21761288068678367,4.986184489442036,-0.08848002998513656,1.6409779873171757,-4.432179382785573,3.1927206701764828
600000,3.67215884120426,2.0672054147231207,-0.21761288068678367,4.986184489442036,-0.10600115879387866,1.6300208441819595,-4.428384326984729,1.256184489444781
610000,3.6859832767506453,2.0579358922033744,-0.21761642741746148,4.986184489442036,-0.09709672324747166,1.591530980893251,-4.438384326984865,1.2027373638229353
620000,3.8166369623817413,1.9653943427575613,-0.21761288068678367,4.986184489442036,-0.03533303761629395,1.539550019740205,-4.438384326985017,1.2061844894448779
630000,3.623247381739944,2.099161755702819,-0.21759089680665833,4.986184489442036,-0.1439926182580714,1.6889887298956758,-4.4383843269849415,3.312755593332688
640000,3.6842040384109946,2.0557903606142562,-0.21761288068678367,4.986184489442036,-0.08808596158698262,1.6371020307100992,-4.4283843269849505,1.3961844894446926
650000,3.750932165740517,2.01200318899028,-0.21761166314262065,4.986184489442036,-0.08730783425744601,1.5937875378013908,-4.428384326984613,1.0925517721775702
660000,3.6410477218581723,2.086794437045389,-0.21761642741746148,4.986184489442036,-0.1487322781397532,1.6784222929622459,-4.442179382785398,4.8878206172131105
670000,3.7264396115753207,2.0310019186846078,-0.21761288068678367,4.986184489442036,-0.023310388422613043,1.5794827547037615,-4.4321793827850255,1.496184489445053
680000,3.6068053254264805,2.1056250747570013,-0.21761288068678367,4.986184489442036,-0.15064467457135813,1.7175580891220628,-4.438384326985291,4.771615673013581
690000,3.57724757585743,2.1253648559571774,-0.21761166314262065,4.986184489442036,-0.15053242414042342,1.7597658184886238,-4.4321793827853275,1.5761844894451298
700000,3.5692287703092584,2.132027592293092,-0.21761642741746148,4.986184489442036,-0.15742122968859099,1.688771459834578,-4.438384326984854,4.771615673013581
710000,3.6459851630426594,2.0821501861050677,-0.21761642741746148,4.986184489442036,-0.10588483695508619,1.6759046307768939,-4.438384326984832,4.82161567301358
720000,3.6009739347815675,2.1119818392953396,-0.21761642741746148,4.986184489442036,-0.16519606521617267,1.6679391819189937,-4.428384326984703,1.1632344864398871
730000,3.701671415475091,2.047120343673751,-0.21761288068678367,4.986184489442036,-0.11117858452261956,1.6116140215323795,-4.428384326984793,4.68782061721311
740000,3.634063777501413,2.0892950046253853,-0.21761642741746148,4.986184489442036,-0.22820622249620448,1.7764235557935129,-4.438384326984766,1.616184489445367
750000,3.7118605211770457,2.0392533796431187,-0.21759839313609602,4.986184489442036,-0.17026947882055982,1.6929290520453655,-4.4283843269847445,4.82161567301358
760000,3.651752718109226,2.08146212663934,-0.21761288068678367,4.986184489442036,-0.13377728188842058,1.6027608497951926,-4.448384326984295,1.0761844894455015
770000,3.6228779470498313,2.0990807239411864,-0.21761642741746148,4.986184489442036,-0.14095205294773083,1.6942195938288538,-4.4283843269851415,4.82161567301358
780000,3.6403153636895818,2.086179895610816,-0.21761642741746148,4.986184489442036,-0.09229463630795973,1.646547770117851,-4.438384326984626,1.202546217514774
790000,3.6274861100292366,2.09268631192974,-0.21759089680665833,4.986184489442036,-0.17574388996826049,1.7224692733493507,-4.448384326984605,1.253007785500626
800000,3.601755963081823,2.113257972205743,-0.2176220101141199,4.986184489442036,-0.12748403691571114,1.6217998842051655,-4.428384326984627,4.837820617213111
810000,3.7558084596306642,2.009295943305227,-0.21761642741746148,4.986184489442036,-0.08699154036677356,1.622214493481787,-4.438384326984099,1.5333615379479486
820000,3.658313046200887,2.0768523743328133,-0.21761642741746148,4.986184489442036,-0.10000695379651882,1.6504786894752754,-4.438384326982685,2.9227555933326874
830000,3.657112591561955,2.0765370414739457,-0.2176220101141199,4.986184489442036,-0.11812740843541993,1.6677618140123567,-4.428384326984107,1.152691109714329
840000,3.674031261039452,2.067142322057512,-0.21759089680665833,4.986184489442036,-0.10780873895787858,1.657377593443945,-4.4283843269843555,1.2861844894458079
850000,3.666517067946245,2.069710124631825,-0.21761642741746148,4.986184489442036,-0.158152932051032,1.6911289991682004,-4.432179382784656,2.6124139263017634
860000,3.6273338798884045,2.0961670611692544,-0.21761642741746148,4.986184489442036,-0.15234612010894416,1.6415036084079448,-4.43217938278298,2.663234486437136
870000,3.6702314655000436,2.0685125977513703,-0.21761288068678367,4.986184489442036,-0.12807853449721784,1.6281368886770036,-4.4383843269844245,1.3261844894459331
880000,3.794645016619763,1.9811850863994236,-0.21761288068678367,4.986184489442036,-0.015814983377516464,1.519719239832256,-4.428384326983942,1.2833615379482204
890000,3.6381471656948725,2.089206191750238,-0.21758607369823674,4.986184489442036,-0.10105283430229557,1.670078556951918,-4.428384326984946,4.771615673013581
900000,3.562392741324229,2.1358602561428954,-0.21761288068678367,4.986184489442036,-0.12596725867297517,1.6532671114317872,-4.438384326983883,4.87161567301358
910000,3.6523384350797223,2.082379726814485,-0.2176220101141199,4.986184489442036,-0.05699156491741914,1.6046708978601028,-4.452179382784801,2.6329170479623447
920000,3.647641734726756,2.08163138631585,-0.21758440679528623,4.986184489442036,-0.1543682652703105,1.7127388094859008,-4.448384326984314,4.787820617213111
930000,3.7159475090041063,2.0394941437879255,-0.21761642741746148,4.986184489442036,-0.025782490992988124,1.5466627174525927,-4.448384326984331,4.82161567301358
940000,3.75587051892676,2.0127756092021865,-0.21761288068678367,4.986184489442036,-0.054029481070269406,1.5204285219247375,-4.448384326984311,2.6361844894420368
950000,3.6961596500962988,2.05276273956463,-0.21761288068678367,4.986184489442036,-0.08803034990068881,1.5923884201012788,-4.4283843269837755,1.1561844894463267
960000,3.567445960514612,2.134215177932897,-0.2176220101141199,4.986184489442036,-0.15034403948247224,1.641536015133537,-4.428384326984242,1.156184489445887
970000,3.6290958420759054,2.0973382911548195,-0.21761642741746148,4.986184489442036,-0.1967541579210403,1.7034039440911748,-4.428384326983683,1.032623872362663
980000,3.665581507059066,2.0712305375503886,-0.2176220101141199,4.986184489442036,-0.11703849293783763,1.6290555206624537,-4.428384326983644,4.8878206172131105
990000,3.691403134844097,2.05298268080991,-0.2176220101141199,4.986184489442036,-0.10614686515271857,1.65661063931111,-4.438384326983768,4.82161567301358
1000000,3.6479302208905575,2.084000849386403,-0.21761642741746148,4.986184489442036,-0.1459297791062963,1.6572453848538513,-4.448384326981949,4.5916156730135835
1010000,3.5883570622566996,2.1220509428890857,-0.2176220101141199,4.986184489442036,-0.14344293774014943,1.6703368205889564,-4.43838432698356,4.771615673013581
1020000,3.5085743920806434,2.1620843660083673,-0.21758440679528623,4.986184489442036,-0.25556560791616634,1.7491522452156225,-4.428384326983572,0.9827373638248931
1030000,3.691346157197905,2.051856806443043,-0.21758607369823674,4.986184489442036,-0.16195384279878514,1.64763616587368,-4.448384326984717,2.652720670176483
1040000,3.6298867043320455,2.0939343956179326,-0.21759839313609602,4.986184489442036,-0.1319932956646888,1.604668116666965,-4.4321793827851454,4.87161567301358
1050000,3.7839736332545684,1.9911115862208228,-0.21759089680665833,4.986184489442036,-0.041896366742137245,1.516019246529795,-4.428384326984678,0.9261844894468245
1060000,3.7232784716149308,2.0333054937965414,-0.21761642741746148,4.986184489442036,-0.12237152838160019,1.6697790326462856,-4.452179382784473,1.4361844894466413
1070000,3.6514039626913446,2.0784187507542304,-0.2176220101141199,4.986184489442036,-0.1687260373053122,1.6915111132187062,-4.4283843269846175,4.837820617213111
1080000,3.735213668851741,2.023972362466481,-0.2176220101141199,4.986184489442036,-0.08616633114476321,1.5991449170651744,-4.428384326983939,1.5061844894469067
1090000,3.697062043811203,2.0493368415422397,-0.2176220101141199,4.986184489442036,-0.06263795618533312,1.59503775717109,-4.438384326983333,2.1426238723583197
1100000,3.6855865411724316,2.0577002723899374,-0.21761642741746148,4.986184489442036,-0.0851334588240869,1.636855789045487,-4.438384326983308,1.3527373638252533
1110000,3.7310670837815185,2.027150908137996,-0.2176220101141199,4.986184489442036,-0.06299291621499513,1.5577836374899199,-4.4283843269838945,2.4429170479623457
1120000,3.477528809996502,2.1790785620729642,-0.21761642741746148,4.986184489442036,-0.26103118999993125,1.7907648316500355,-4.428384326983867,4.771615673013581
1130000,3.612113326870446,2.103872209707901,-0.21761642741746148,4.986184489442036,-0.1207266731260351,1.672713217314972,-4.442179382784328,1.5061844894471363
1140000,3.5925919094427874,2.1181978299525954,-0.21761288068678367,4.986184489442036,-0.15995809055363291,1.6795153657526554,-4.428384326981446,1.1761844894471176
1150000,3.670150314630866,2.070122804121759,-0.21758440679528623,4.986184489442036,-0.040549685365526,1.576315807006223,-4.442179382783613,1.4061844894472415
1160000,3.612788397311505,2.1034080976400493,-0.21761288068678367,4.986184489442036,-0.1507316026847805,1.7430555763238085,-4.428384326983304,4.837820617213111
1170000,3.6864539707406956,2.0575738340294554,-0.21759839313609602,4.986184489442036,-0.04474602925561413,1.574206108704281,-4.428384326983753,1.5033615379495786
1180000,3.7619852277664347,2.0059385279627318,-0.21761288068678367,4.986184489442036,-0.07428477222989127,1.5888522430145726,-4.428384326983714,2.4228223344342488
1190000,3.778267788003953,1.9934469549754226,-0.21758440679528623,4.986184489442036,-0.008902211992264007,1.5062889175030183,-4.458384326983696,1.3561844894474375
1200000,3.6679479961239654,2.0702652257209064,-0.21761288068678367,4.986184489442036,-0.12250200387225126,1.6448736919164932,-4.4283843269844265,2.412598367421218
1210000,3.73192265620258,2.027058692647933,-0.21756986243178628,4.986184489442036,-0.052047343793583084,1.5653171625377054,-4.42838432698368,1.4461844894475036
1220000,3.6698941995953063,2.069109238449983,-0.21759839313609602,4.986184489442036,-0.12461580040090647,1.6300628062338145,-4.428384326983634,4.67161567301358
1230000,3.763412798763202,2.0030456910789325,-0.21759089680665833,4.986184489442036,-0.06013720123288461,1.5257215134745334,-4.438384326983605,1.0332344864427006
1240000,3.677419807715315,2.062096515193486,-0.21761642741746148,4.986184489442036,-0.1838301922806693,1.6809980270684626,-4.428384326984347,1.0261844894475631
1250000,3.716338338228233,2.03699749812315,-0.2176220101141199,4.986184489442036,-0.13512166176780877,1.6308431575981395,-4.438384326983062,1.0161844894476957
1260000,3.755214533425705,2.0099496092206715,-0.21758607369823674,4.986184489442036,-0.10735546657026342,1.5914814916073148,-4.4183843269842615,1.0961844894476584
1270000,3.5974602271238783,2.114592951535146,-0.21761288068678367,4.986184489442036,-0.15585977287209696,1.6627728365368146,-4.448384326983532,1.9324496550611858
1280000,3.595875484748671,2.1125903683926595,-0.21761166314262065,4.986184489442036,-0.21858451524730418,1.712142538884092,-4.432179382783947,0.9661844894473282
1290000,3.5882557392114114,2.1223105360401084,-0.21761642741746148,4.986184489442036,-0.16510426078449666,1.6568138695659618,-4.428384326983517,2.312633375766065
1300000,3.645686596329681,2.083988118505941,-0.21759089680665833,4.986184489442036,-0.10031340366625272,1.5696498907857104,-4.428384326984202,2.1927373638202927
1310000,3.6860225081547897,2.0584330584683648,-0.21761642741746148,4.986184489442036,-0.08629749184103593,1.57680672782675,-4.468384326983395,1.0429170479682384
1320000,3.672574024593554,2.0673796696947084,-0.21761166314262065,4.986184489442036,-0.12527597540217145,1.666637558380971,-4.428384326983377,1.2561844894479872
1330000,3.5421835710554843,2.147547559688142,-0.21761166314262065,4.986184489442036,-0.17983642894038246,1.6925133293662398,-4.438384326982683,4.82161567301358
1340000,3.7041831125078297,2.0450962171509697,-0.21761288068678367,4.986184489442036,-0.06401688748793259,1.581515702388206,-4.448384326983352,2.18255177217516
1350000,3.6570437549127024,2.0778689458536963,-0.21761288068678367,4.986184489442036,-0.09983624508301772,1.6492603147063463,-4.42838432698266,1.6161844894481336
1360000,3.557205720203113,2.1377455869655333,-0.21761288068678367,4.986184489442036,-0.17158427979258273,1.7019307241618349,-4.458384326983285,4.60782061721311
1370000,3.6609101507699227,2.072169067585666,-0.21759089680665833,4.986184489442036,-0.14425984922573223,1.6679271235721158,-4.4283843269832595,2.132479959869999
1380000,3.7200550141565993,2.0349020644538705,-0.21759089680665833,4.986184489442036,-0.048184985839040816,1.58162964088525,-4.438384326982503,1.5661844894482626
1390000,3.6623694745192625,2.074979451792758,-0.21761642741746148,4.986184489442036,-0.09261052547635121,1.6423306217305988,-4.4383843269826615,4.8878206172131105
1400000,3.6900229780457416,2.0543429208991038,-0.21761288068678367,4.986184489442036,-0.07372702194987169,1.5915110540675381,-4.428384326983192,2.0827555933326893
1410000,3.7768389140493954,1.994791558570676,-0.21759089680665833,4.986184489442036,-0.11050108594604245,1.6079194432746935,-4.468384326984024,2.132546217511301
1420000,3.7355507019679135,2.0258293953493687,-0.21761288068678367,4.986184489442036,-0.039579298027639015,1.532254284764502,-4.4383843269825825,4.837820617213111
1430000,3.631924529567006,2.0899701208888533,-0.2176220101141199,4.986184489442036,-0.12835547042851966,1.6579179605533618,-4.438384326982407,4.72161567301358
1440000,3.718728172459719,2.0351920173207847,-0.21761288068678367,4.986184489442036,-0.028011827535768766,1.5792700148011996,-4.4283843269831795,4.6378206172131105
1450000,3.700955460158644,2.0456646597514725,-0.2176220101141199,4.986184489442036,-0.12942453983678087,1.6912520472070256,-4.438384326982317,4.771615673013581
1460000,3.6751368944030127,2.0665262675553406,-0.21761642741746148,4.986184489442036,-0.09383310559244376,1.606612344355104,-4.428384326983141,2.3061844894420362
1470000,3.697891301211925,2.047994810310699,-0.21761288068678367,4.986184489442036,-0.13923869878336625,1.6593349720214527,-4.4383843269830425,1.9425086627104506
1480000,3.5468350584445507,2.144338349984987,-0.21761642741746148,4.986184489442036,-0.20240494155079375,1.691912008376464,-4.4383843269825825,1.1561844894486715
1490000,3.6419404427438735,2.0876344627588588,-0.2176220101141199,4.986184489442036,-0.1408595572513773,1.6418082221245611,-4.44217938278347,1.3161844894487231
1500000,3.7582754133104617,2.0093636452765384,-0.2176220101141199,4.986184489442036,-0.13039458668467235,1.6535146905802611,-4.432179382782697,1.9032344864371367
1510000,3.675687044220947,2.065331034797329,-0.21761642741746148,4.986184489442036,-0.05689295577439302,1.5252412559011457,-4.428384326982334,1.136184489448861
1520000,3.7594869166300677,2.006122271582415,-0.2176220101141199,4.986184489442036,-0.0825030833650471,1.5649733767892078,-4.428384326983832,1.0161844894487082
1530000,3.577058536687937,2.1264237849934915,-0.21761642741746148,4.986184489442036,-0.15097146330731226,1.6547335545392114,-4.428384326979546,1.9833615379442784
1540000,3.627485541386249,2.095875506135996,-0.21761288068678367,4.986184489442036,-0.1538344586087844,1.6581580939669427,-4.428384326982102,2.012493433096361
1550000,3.7301482322898765,2.0264104098870925,-0.2176220101141199,4.986184489442036,-0.049901767705182676,1.5964896910795294,-4.428384326982227,1.3061844894491275
1560000,3.6932063844714533,2.0543548385924457,-0.21761642741746148,4.986184489442036,-0.12279361552356129,1.6854763857337014,-4.438384326982009,1.9725308202668406
1570000,3.6275680303747295,2.0984299327849008,-0.21756986243178628,4.986184489442036,-0.13839196962026598,1.6491710473702648,-4.438384326982825,1.923007785497056
1580000,3.7712937037884022,1.9990635343877992,-0.21761642741746148,4.986184489442036,-0.046756296206520165,1.6223641201442627,-4.428384326982861,4.787820617213111
1590000,3.6371618893842506,2.090768185329658,-0.21761288068678367,4.986184489442036,-0.13444811061079767,1.6496911285942513,-4.438384326982783,4.787820617213111
1600000,3.7477943634765425,2.0127272454687786,-0.21759089680665833,4.986184489442036,-0.16568563651829715,1.680578950638534,-4.4383843269828125,1.0933615379514574
1610000,3.6567576111477837,2.078120140990356,-0.21761642741746148,4.986184489442036,-0.10960238884715261,1.6506134632379017,-4.442179382783207,1.9528223344342477
1620000,3.705545818410843,2.044016775268493,-0.21759089680665833,4.986184489442036,-0.0961341815840868,1.6155348103892906,-4.428384326981862,1.302737363827616
1630000,3.746350263571035,2.0170139444289252,-0.21759089680665833,4.986184489442036,-0.026719736423774995,1.607417802379692,-4.438384326981776,4.67161567301358
1640000,3.7251151750103553,2.0302833255639943,-0.21761288068678367,4.986184489442036,-0.038244824984400745,1.5770517629111378,-4.432179382782317,4.607820617213115
1650000,3.7684714464568465,1.9997410943501144,-0.2176220101141199,4.986184489442036,-0.042088553537926954,1.5593934019886333,-4.428384326982702,1.872598367421217
1660000,3.63607517981175,2.089308353489284,-0.21761642741746148,4.986184489442036,-0.16624482018295533,1.671128375091438,-4.428384326983643,1.002633375773537
1670000,3.7394348850290218,2.0216026302153303,-0.2176220101141199,4.986184489442036,-0.03307511496567652,1.5371178272381147,-4.428384326981759,4.67161567301358
1680000,3.582259727380916,2.122070457481071,-0.21758607369823674,4.986184489442036,-0.16626027261372014,1.6799464310841454,-4.438384326981679,1.1525462175189158
1690000,3.6938630867531304,2.0505641850546263,-0.21761288068678367,4.986184489442036,-0.058276913241535486,1.6036553084086718,-4.428384326978668,1.7532344864371354
1700000,3.596938125817363,2.1175570446214103,-0.21761642741746148,4.986184489442036,-0.06506187417729486,1.5919655687910297,-4.4583843269825225,1.3429170479700456
1710000,3.6125894632968363,2.1050386353712973,-0.21761642741746148,4.986184489442036,-0.10011053669774347,1.6694224642888056,-4.4283843269824645,1.2832344864446288
1720000,3.6121079912003373,2.1044163014915527,-0.21761166314262065,4.986184489442036,-0.14043200879407935,1.6806049746476082,-4.438384326981527,1.302917047970146
1730000,3.7112959593670203,2.0368077786024275,-0.21759089680665833,4.986184489442036,-0.15472404062731063,1.6984536274617354,-4.448384326981701,1.6924405030397214
1740000,3.4981853196383326,2.171000902549763,-0.21761288068678367,4.986184489442036,-0.16214468035624013,1.7132297964702274,-4.438384326982496,4.73782061721311
1750000,3.6366775879519717,2.089175178382573,-0.21758607369823674,4.986184489442036,-0.13245241204250713,1.6571096303168178,-4.438384326983485,1.2861844894498895
1760000,3.784071458814088,1.9886658138774538,-0.21761288068678367,4.986184489442036,-0.034858541180212956,1.564561415585927,-4.44217938278282,1.3924934331042569
1770000,3.7714395778747467,1.9975030026311247,-0.21761288068678367,4.986184489442036,-0.036300422119573385,1.583504361324969,-4.432179382782295,1.566184489449984
1780000,3.7006667629696004,2.0449437114305478,-0.21761642741746148,4.986184489442036,-0.11702323702485219,1.628528260095193,-4.4283843269834025,4.67161567301358
1790000,3.7590203767753647,2.00855250841872,-0.21761642741746148,4.986184489442036,-0.05534962321892788,1.5567070637939615,-4.428384326978348,4.54161567301358
1800000,3.6218383359925537,2.098768613414472,-0.21761288068678367,4.986184489442036,-0.12661166400175197,1.6431355378169774,-4.428384326982303,1.8233615379442778
1810000,3.596984887678071,2.1151941630948152,-0.2176220101141199,4.986184489442036,-0.17696511231623158,1.6490465765575928,-4.438384326982349,1.1432344864452944
1820000,3.6594836491102543,2.07688388801188,-0.21761642741746148,4.986184489442036,-0.16219635088388662,1.7043908805543178,-4.422179382783824,1.7230077854970558
1830000,3.6320549489148104,2.092714706108463,-0.2176220101141199,4.986184489442036,-0.12888505107924367,1.6738564444483346,-4.468384326981297,1.2329170479707567
1840000,3.7114473786413287,2.0404830319869425,-0.21759089680665833,4.986184489442036,-0.08956262135278986,1.6472723675220327,-4.4283843269821626,4.72161567301358
