steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss	n_updates
7620000	5304963	23560.890318393707	2.364687113502147	2.3714176744883977	2.2226249927271104	4.4754498522784525	0.18197592112504957	2.3943434088618094	0.13308971877820902	7570
7630000	5312491	23592.088393449783	1.004976239294926	0.27618842253791354	1.1895873294385686	2.376918424386728	-0.22447619261592516	2.428673808511488	0.12917482747019085	7580
7640000	5319948	23623.256781101227	2.109737218590214	1.3009688212461061	2.1393763180544707	4.475383684877346	-0.12382513275747017	2.431072889102579	0.13646946709271862	7590
7650000	5327304	23654.39535856247	1.8753202433718847	2.349255719222347	1.744355656750742	4.474950372627806	-0.17452643515649696	2.3039246528527926	0.1344058687738151	7600
7660001	5334670	23685.530915737152	2.3675274746103794	2.348814894479618	1.9776716700224652	4.475383684877346	0.2713177159468614	2.434519118607929	0.13414935999272815	7611
7670001	5342286	23716.736015081406	1.6988915072619988	1.2788153827339823	1.752567395242661	4.475484519952254	-0.025169254658855937	2.3846117100503346	0.13472966572082437	7621
7680000	5350035	23747.975172758102	1.9134937036745043	1.325710981090038	1.9710366519518059	4.475091191282815	-0.12862440444697645	2.350252300477406	0.13688189992265923	7630
7690000	5357591	23780.02199935913	2.106461129349311	2.3761979008904355	1.6355572098848326	4.47520125581837	-0.22610222330093452	2.3240825214972025	0.13317879878439115	7640
7700000	5365415	23811.394526720047	2.789391135435107	2.3749663260957403	1.6560358873618786	4.475139140936348	0.27564497049857295	2.2739514808055916	0.12780066124162892	7650
7710001	5373638	23842.728368997574	2.537537273373353	2.37617486724253	1.894978418897559	4.4754498522784525	-0.12524813686096958	2.3700745909738705	0.1246562721748719	7661
7720000	5381706	23873.94154071808	2.7550381243586872	2.374731089071358	1.7031585625259509	4.475799854149952	0.009750193680300612	2.382015337735903	0.12358933536677519	7670
7730001	5389456	23905.091225385666	1.6641959923513154	0.27455335365025474	2.058583593630153	4.4751505466929595	-0.024802899043582446	2.1952123062512503	0.12508713440069377	7681
